ticker,event_ticker,series_ticker,title,subtitle,category,status,close_time,yes_bid,yes_ask,no_bid,no_ask,last_price,volume,volume_24h,open_interest,liquidity,notional_value,yes_mid,prob_implied,spread,fetched_at
KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL-JRODRI10,KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL,,James Rodriguez: Colombia First Goalscorer,,,finalized,2026-06-28T01:39:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL-JLUCUM26,KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL,,Jhon Lucumi: Colombia First Goalscorer,,,finalized,2026-06-28T01:39:50Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL-JLERMA8,KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL,,Jefferson Lerma: Colombia First Goalscorer,,,finalized,2026-06-28T01:39:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL-JCORDO9,KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL,,Jhon Cordoba: Colombia First Goalscorer,,,finalized,2026-06-28T01:39:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL-JARIAS11,KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL,,Jhon Arias: Colombia First Goalscorer,,,finalized,2026-06-28T01:39:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL-GPUERT14,KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL,,Gustavo Puerta: Colombia First Goalscorer,,,finalized,2026-06-28T01:39:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL-GOAL,KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL,,No Goal: Colombia First Goalscorer,,,finalized,2026-06-28T01:39:48Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL-DSANCH6,KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL,,Davinson Sanchez: Colombia First Goalscorer,,,finalized,2026-06-28T01:39:50Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL-DMACHA27,KXWCTEAMFIRSTGOAL-26JUN27COLPOR-COL,,Deiver Machado: Colombia First Goalscorer,,,finalized,2026-06-28T01:39:50Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-KPEPRA37,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Kojo Peprah Oppong: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:53Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-IFATAW7,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Issahaku Fatawu: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:53Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-JFAJAR17,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,Jose Fajardo: Panama First Goalscorer,,,finalized,2026-06-27T23:09:46Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-TCHALO23,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Trevoh Chalobah: England First Goalscorer,,,finalized,2026-06-27T23:09:50Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-OWATKI11,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Ollie Watkins: England First Goalscorer,,,finalized,2026-06-27T23:09:50Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-NOREI33,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Nico O'Reilly: England First Goalscorer,,,finalized,2026-06-27T23:09:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-NMADUE20,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Noni Madueke: England First Goalscorer,,,finalized,2026-06-27T23:09:47Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-MROGER27,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Morgan Rogers: England First Goalscorer,,,finalized,2026-06-27T23:09:48Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-MRASHF14,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Marcus Rashford: England First Goalscorer,,,finalized,2026-06-27T23:09:50Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-MGUEHI15,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Marc Guehi: England First Goalscorer,,,finalized,2026-06-27T23:09:50Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-KMAINO37,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Kobbie Mainoo: England First Goalscorer,,,finalized,2026-06-27T23:09:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-JSTONE5,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,John Stones: England First Goalscorer,,,finalized,2026-06-27T23:09:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-JQUANS4,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Jarell Quansah: England First Goalscorer,,,finalized,2026-06-27T23:09:48Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-JHENDE6,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Jordan Henderson: England First Goalscorer,,,finalized,2026-06-27T23:09:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-JBELLI5,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Jude Bellingham: England First Goalscorer,,,finalized,2026-06-27T23:09:48Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-ITONEY17,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Ivan Toney: England First Goalscorer,,,finalized,2026-06-27T23:09:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-HKANE9,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Harry Kane: England First Goalscorer,,,finalized,2026-06-27T23:09:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-GOAL,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,No Goal: England First Goalscorer,,,finalized,2026-06-27T23:09:47Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-EKONSA4,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Ezri Konsa: England First Goalscorer,,,finalized,2026-06-27T23:09:50Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-EEZE10,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Eberechi Eze: England First Goalscorer,,,finalized,2026-06-27T23:09:47Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-EANDER8,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Elliot Anderson: England First Goalscorer,,,finalized,2026-06-27T23:09:48Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-DSPENC24,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Djed Spence: England First Goalscorer,,,finalized,2026-06-27T23:09:48Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-DRICE41,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Declan Rice: England First Goalscorer,,,finalized,2026-06-27T23:09:50Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-DBURN33,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Dan Burn: England First Goalscorer,,,finalized,2026-06-27T23:09:49Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-BSAKA7,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Bukayo Saka: England First Goalscorer,,,finalized,2026-06-27T23:09:48Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG-AGORDO10,KXWCTEAMFIRSTGOAL-26JUN27PANENG-ENG,,Anthony Gordon: England First Goalscorer,,,finalized,2026-06-27T23:09:47Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-TRODRI9,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,Tomas Rodriguez: Panama First Goalscorer,,,finalized,2026-06-27T23:09:45Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-JRODRI7,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,Jose Luis Rodriguez: Panama First Goalscorer,,,finalized,2026-06-27T23:09:46Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-JGUTIE26,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,Jorge Gutierrez: Panama First Goalscorer,,,finalized,2026-06-27T23:09:44Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-JCORDO3,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,Jose Cordoba: Panama First Goalscorer,,,finalized,2026-06-27T23:09:44Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-GOAL,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,No Goal: Panama First Goalscorer,,,finalized,2026-06-27T23:09:44Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-FESCOB4,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,Fidel Escobar: Panama First Goalscorer,,,finalized,2026-06-27T23:09:45Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-EBARCE11,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,Edgar Yoel Barcenas: Panama First Goalscorer,,,finalized,2026-06-27T23:09:45Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-CMARTI6,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,Cristian Martinez: Panama First Goalscorer,,,finalized,2026-06-27T23:09:45Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-CHARVE67,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,Carlos Harvey: Panama First Goalscorer,,,finalized,2026-06-27T23:09:45Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-AMURIL62,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,Amir Murillo: Panama First Goalscorer,,,finalized,2026-06-27T23:09:45Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN-AANDRA16,KXWCTEAMFIRSTGOAL-26JUN27PANENG-PAN,,Andres Andrade: Panama First Goalscorer,,,finalized,2026-06-27T23:09:46Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-TPARTE16,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Thomas Partey: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:52Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-MSENAY29,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Marvin Senaya: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:51Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-KSULEM7,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Kamaldeen Sulemana: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:51Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-KSIBO6,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Kwasi Sibo: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:53Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-JAYEWNA,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Jordan Ayew: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:52Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-JADJEI18,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Jonas Adjei Adjetey: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:52Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-GOAL,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,No Goal: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:51Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-GMENSA14,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Gideon Mensah: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:52Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-EOWUSU42,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Elisha Owusu: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:52Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-DLUCKA23,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Derrick Luckassen: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:52Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA-ASEMEN42,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-GHA,,Antoine Semenyo: Ghana First Goalscorer,,,finalized,2026-06-27T23:09:51Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO-PSUCIC8,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO,,Petar Sucic: Croatia First Goalscorer,,,finalized,2026-06-27T23:09:54Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO-NVLASI10,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO,,Nikola Vlasic: Croatia First Goalscorer,,,finalized,2026-06-27T23:09:55Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO-MPONGR5,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO,,Marin Pongracic: Croatia First Goalscorer,,,finalized,2026-06-27T23:09:55Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO-MKOVAC8,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO,,Mateo Kovacic: Croatia First Goalscorer,,,finalized,2026-06-27T23:09:54Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO-MBATUR20,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO,,Martin Baturina: Croatia First Goalscorer,,,finalized,2026-06-27T23:09:54Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO-LMODRI14,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO,,Luka Modric: Croatia First Goalscorer,,,finalized,2026-06-27T23:09:55Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO-JSUTAL37,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO,,Josip Sutalo: Croatia First Goalscorer,,,finalized,2026-06-27T23:09:55Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO-JSTANI44,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO,,Josip Stanisic: Croatia First Goalscorer,,,finalized,2026-06-27T23:09:55Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO-IPERIS5,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO,,Ivan Perisic: Croatia First Goalscorer,,,finalized,2026-06-27T23:09:54Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO-GOAL,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO,,No Goal: Croatia First Goalscorer,,,finalized,2026-06-27T23:09:54Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO-ABUDIM17,KXWCTEAMFIRSTGOAL-26JUN27CROGHA-CRO,,Ante Budimir: Croatia First Goalscorer,,,finalized,2026-06-27T23:09:54Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-FDEVR3,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Francis De Vries: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:41Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-CMCCOW20,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Callum McCowatt: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:41Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-MBOXAL15,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Michael Boxall: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:40Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-BOLD19,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Ben Old: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:40Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-JRANDA21,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Jesse Randall: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:40Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26CPVKSA-CPV-SMOREI31,KXWCTEAMFIRSTGOAL-26JUN26CPVKSA-CPV,,Steven Moreira: Cape Verde First Goalscorer,,,finalized,2026-06-27T02:19:55Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL-YTIELE8,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL,,Youri Tielemans: Belgium First Goalscorer,,,finalized,2026-06-27T05:09:43Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL-TCASTA21,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL,,Timothy Castagne: Belgium First Goalscorer,,,finalized,2026-06-27T05:09:42Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL-MDECU29,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL,,Maxime De Cuyper: Belgium First Goalscorer,,,finalized,2026-06-27T05:09:42Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL-LTROSS19,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL,,Leandro Trossard: Belgium First Goalscorer,,,finalized,2026-06-27T05:09:43Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL-KDEBR11,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL,,Kevin De Bruyne: Belgium First Goalscorer,,,finalized,2026-06-27T05:09:42Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL-JDOKU11,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL,,Jeremy Doku: Belgium First Goalscorer,,,finalized,2026-06-27T05:09:43Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL-HVANAK20,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL,,Hans Vanaken: Belgium First Goalscorer,,,finalized,2026-06-27T05:09:43Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL-GOAL,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL,,No Goal: Belgium First Goalscorer,,,finalized,2026-06-27T05:09:42Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL-CDEKE17,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL,,Charles De Ketelaere: Belgium First Goalscorer,,,finalized,2026-06-27T05:09:42Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL-BMECHE44,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL,,Brandon Mechele: Belgium First Goalscorer,,,finalized,2026-06-27T05:09:43Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL-ATHEAT3,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-BEL,,Arthur Theate: Belgium First Goalscorer,,,finalized,2026-06-27T05:09:42Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-TPAYNE2,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Tim Payne: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:39Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-TBINDONA,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Tyler Bindon: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:39Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-SSINGH10,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Sarpreet Singh: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:40Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-RTHOMA30,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Ryan Thomas: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:39Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-MSTAME8,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Marko Stamenic: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:38Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-LCACAC13,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Liberato Cacace: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:38Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-JBELL6,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Joe Bell: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:40Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-GOAL,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,No Goal: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:38Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-FSURMA20,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Finn Surman: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:39Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-EJUST11,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Elijah Just: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:38Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL-CWOOD11,KXWCTEAMFIRSTGOAL-26JUN26NZLBEL-NZL,,Chris Wood: New Zealand First Goalscorer,,,finalized,2026-06-27T05:09:39Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
KXWCTEAMFIRSTGOAL-26JUN26EGYIRI-IRI-SKHALI4,KXWCTEAMFIRSTGOAL-26JUN26EGYIRI-IRI,,Shojae Khalilzadeh: IR Iran First Goalscorer,,,finalized,2026-06-27T05:09:44Z,,,,,,,,,,,,,,2026-07-02T05:24:35Z
