data_hora,ticker,selecao,kalshi_justa_pct,call_preco_pct,edge_pp
2026-06-16 08:00,FR,Franca,16.34,18.75,2.41
2026-06-16 08:00,ES,Espanha,13.72,18.75,5.03
2026-06-16 08:00,PT,Portugal,10.72,11.25,0.53
2026-06-16 08:00,GB,Inglaterra,9.6,10.5,0.9
2026-06-16 08:00,AR,Argentina,7.91,10.5,2.59
2026-06-16 08:00,BR,Brasil,6.23,12.25,6.02
2026-06-16 08:00,DE,Alemanha,5.76,7.0,1.24
2026-06-16 08:00,NL,Holanda,4.73,4.0,-0.73
2026-06-16 08:00,US,EUA,3.32,2.375,-0.94
2026-06-16 08:00,NO,Noruega,2.29,3.0,0.71
2026-06-16 08:00,MA,Marrocos,2.01,3.25,1.24
2026-06-16 08:00,MX,Mexico,1.69,0.875,-0.81
2026-06-16 08:00,CO,Colombia,1.54,1.5,-0.04
2026-06-16 08:00,JP,Japao,1.36,1.25,-0.11
2026-06-16 08:00,BE,Belgica,1.36,3.0,1.64
2026-06-16 08:00,IRQ,Iraque,0.94,,
2026-06-16 08:00,COD,RD Congo,0.94,,
2026-06-16 08:00,BIH,Bosnia,0.94,,
2026-06-16 08:00,CZE,Tchequia,0.94,,
2026-06-16 08:00,UY,Uruguai,0.8,2.25,1.45
2026-06-16 08:00,CH,Suica,0.7,0.75,0.05
2026-06-16 08:00,HR,Croacia,0.7,1.25,0.55
2026-06-16 08:00,CIV,Costa do Marfim,0.51,1.0,0.49
2026-06-16 08:00,KR,Coreia do Sul,0.51,1.25,0.74
2026-06-16 08:00,SN,Senegal,0.51,,
2026-06-16 08:00,SE,Suecia,0.47,,
2026-06-16 08:00,TR,Turquia,0.42,0.5,0.08
2026-06-16 08:00,EC,Equador,0.33,0.75,0.42
2026-06-16 08:00,AT,Austria,0.33,,
2026-06-16 08:00,AU,Australia,0.28,,
2026-06-16 08:00,EGY,Egito,0.23,0.25,0.02
2026-06-16 08:00,CA,Canada,0.23,,
2026-06-16 08:00,DZA,Argelia,0.14,,
2026-06-16 08:00,SC,Escocia,0.14,0.25,0.11
2026-06-16 08:00,GH,Gana,0.14,,
2026-06-16 08:00,PAN,Panama,0.09,,
2026-06-16 08:00,HTI,Haiti,0.09,0.125,0.04
2026-06-16 08:00,CUW,Curacao,0.09,,
2026-06-16 08:00,QAT,Catar,0.09,,
2026-06-16 08:00,RSA,Africa do Sul,0.09,,
2026-06-16 08:00,CPV,Cabo Verde,0.09,,
2026-06-16 08:00,JOR,Jordania,0.09,,
2026-06-16 08:00,UZB,Uzbequistao,0.09,,
2026-06-16 08:00,NZL,Nova Zelandia,0.09,,
2026-06-16 08:00,TN,Tunisia,0.09,,
2026-06-16 08:00,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-16 08:00,IR,Ira,0.09,,
2026-06-16 08:00,PY,Paraguai,0.09,,
2026-06-16 08:43,FR,Franca,16.44,18.25,1.81
2026-06-16 08:43,ES,Espanha,13.69,17.5,3.81
2026-06-16 08:43,PT,Portugal,10.6,11.5,0.9
2026-06-16 08:43,GB,Inglaterra,9.57,10.5,0.93
2026-06-16 08:43,AR,Argentina,7.89,10.5,2.61
2026-06-16 08:43,BR,Brasil,6.21,12.125,5.92
2026-06-16 08:43,DE,Alemanha,5.79,7.25,1.46
2026-06-16 08:43,NL,Holanda,4.67,4.0,-0.67
2026-06-16 08:43,US,EUA,3.32,2.375,-0.94
2026-06-16 08:43,NO,Noruega,2.29,3.0,0.71
2026-06-16 08:43,MA,Marrocos,2.01,3.25,1.24
2026-06-16 08:43,MX,Mexico,1.73,0.875,-0.85
2026-06-16 08:43,CO,Colombia,1.54,1.5,-0.04
2026-06-16 08:43,BE,Belgica,1.45,3.0,1.55
2026-06-16 08:43,JP,Japao,1.35,1.25,-0.1
2026-06-16 08:43,IRQ,Iraque,0.93,,
2026-06-16 08:43,COD,RD Congo,0.93,,
2026-06-16 08:43,BIH,Bosnia,0.93,,
2026-06-16 08:43,CZE,Tchequia,0.93,,
2026-06-16 08:43,UY,Uruguai,0.79,2.25,1.46
2026-06-16 08:43,CH,Suica,0.7,0.75,0.05
2026-06-16 08:43,HR,Croacia,0.7,1.25,0.55
2026-06-16 08:43,CIV,Costa do Marfim,0.51,1.0,0.49
2026-06-16 08:43,KR,Coreia do Sul,0.51,1.25,0.74
2026-06-16 08:43,SN,Senegal,0.51,,
2026-06-16 08:43,SE,Suecia,0.47,,
2026-06-16 08:43,TR,Turquia,0.42,0.5,0.08
2026-06-16 08:43,AU,Australia,0.33,,
2026-06-16 08:43,EC,Equador,0.33,0.75,0.42
2026-06-16 08:43,AT,Austria,0.33,,
2026-06-16 08:43,EGY,Egito,0.23,0.25,0.02
2026-06-16 08:43,CA,Canada,0.23,,
2026-06-16 08:43,DZA,Argelia,0.14,,
2026-06-16 08:43,SC,Escocia,0.14,0.25,0.11
2026-06-16 08:43,GH,Gana,0.14,,
2026-06-16 08:43,PAN,Panama,0.09,,
2026-06-16 08:43,HTI,Haiti,0.09,0.125,0.04
2026-06-16 08:43,CUW,Curacao,0.09,,
2026-06-16 08:43,QAT,Catar,0.09,,
2026-06-16 08:43,RSA,Africa do Sul,0.09,,
2026-06-16 08:43,CPV,Cabo Verde,0.09,,
2026-06-16 08:43,JOR,Jordania,0.09,,
2026-06-16 08:43,UZB,Uzbequistao,0.09,,
2026-06-16 08:43,NZL,Nova Zelandia,0.09,,
2026-06-16 08:43,TN,Tunisia,0.09,,
2026-06-16 08:43,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-16 08:43,IR,Ira,0.09,,
2026-06-16 08:43,PY,Paraguai,0.09,,
2026-06-16 09:02,FR,Franca,16.41,18.25,1.84
2026-06-16 09:02,ES,Espanha,13.7,17.5,3.8
2026-06-16 09:02,PT,Portugal,10.66,11.5,0.84
2026-06-16 09:02,GB,Inglaterra,9.58,10.5,0.92
2026-06-16 09:02,AR,Argentina,7.9,10.5,2.6
2026-06-16 09:02,BR,Brasil,6.22,12.125,5.91
2026-06-16 09:02,DE,Alemanha,5.75,7.25,1.5
2026-06-16 09:02,NL,Holanda,4.68,4.0,-0.68
2026-06-16 09:02,US,EUA,3.27,2.375,-0.9
2026-06-16 09:02,NO,Noruega,2.29,3.0,0.71
2026-06-16 09:02,MA,Marrocos,2.01,3.25,1.24
2026-06-16 09:02,MX,Mexico,1.73,0.875,-0.85
2026-06-16 09:02,CO,Colombia,1.54,1.5,-0.04
2026-06-16 09:02,BE,Belgica,1.45,3.0,1.55
2026-06-16 09:02,JP,Japao,1.36,1.25,-0.11
2026-06-16 09:02,IRQ,Iraque,0.94,,
2026-06-16 09:02,COD,RD Congo,0.94,,
2026-06-16 09:02,BIH,Bosnia,0.94,,
2026-06-16 09:02,CZE,Tchequia,0.94,,
2026-06-16 09:02,UY,Uruguai,0.79,2.25,1.46
2026-06-16 09:02,CH,Suica,0.7,0.75,0.05
2026-06-16 09:02,HR,Croacia,0.7,1.25,0.55
2026-06-16 09:02,CIV,Costa do Marfim,0.51,1.0,0.49
2026-06-16 09:02,KR,Coreia do Sul,0.51,1.25,0.74
2026-06-16 09:02,SN,Senegal,0.51,,
2026-06-16 09:02,SE,Suecia,0.47,,
2026-06-16 09:02,TR,Turquia,0.42,0.5,0.08
2026-06-16 09:02,AU,Australia,0.33,,
2026-06-16 09:02,EC,Equador,0.33,0.75,0.42
2026-06-16 09:02,AT,Austria,0.33,,
2026-06-16 09:02,EGY,Egito,0.23,0.25,0.02
2026-06-16 09:02,CA,Canada,0.23,,
2026-06-16 09:02,DZA,Argelia,0.14,,
2026-06-16 09:02,SC,Escocia,0.14,0.25,0.11
2026-06-16 09:02,GH,Gana,0.14,,
2026-06-16 09:02,PAN,Panama,0.09,,
2026-06-16 09:02,HTI,Haiti,0.09,0.125,0.04
2026-06-16 09:02,CUW,Curacao,0.09,,
2026-06-16 09:02,QAT,Catar,0.09,,
2026-06-16 09:02,RSA,Africa do Sul,0.09,,
2026-06-16 09:02,CPV,Cabo Verde,0.09,,
2026-06-16 09:02,JOR,Jordania,0.09,,
2026-06-16 09:02,UZB,Uzbequistao,0.09,,
2026-06-16 09:02,NZL,Nova Zelandia,0.09,,
2026-06-16 09:02,TN,Tunisia,0.09,,
2026-06-16 09:02,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-16 09:02,IR,Ira,0.09,,
2026-06-16 09:02,PY,Paraguai,0.09,,
2026-06-16 12:14,FR,Franca,16.41,18.25,1.84
2026-06-16 12:14,ES,Espanha,13.7,17.5,3.8
2026-06-16 12:14,PT,Portugal,10.66,11.5,0.84
2026-06-16 12:14,GB,Inglaterra,9.58,10.5,0.92
2026-06-16 12:14,AR,Argentina,7.9,10.5,2.6
2026-06-16 12:14,BR,Brasil,6.22,12.125,5.91
2026-06-16 12:14,DE,Alemanha,5.75,7.25,1.5
2026-06-16 12:14,NL,Holanda,4.68,4.0,-0.68
2026-06-16 12:14,US,EUA,3.27,2.375,-0.9
2026-06-16 12:14,NO,Noruega,2.29,3.0,0.71
2026-06-16 12:14,MA,Marrocos,2.01,3.25,1.24
2026-06-16 12:14,MX,Mexico,1.73,0.875,-0.85
2026-06-16 12:14,CO,Colombia,1.54,1.5,-0.04
2026-06-16 12:14,BE,Belgica,1.45,3.0,1.55
2026-06-16 12:14,JP,Japao,1.36,1.25,-0.11
2026-06-16 12:14,IRQ,Iraque,0.94,,
2026-06-16 12:14,COD,RD Congo,0.94,,
2026-06-16 12:14,BIH,Bosnia,0.94,,
2026-06-16 12:14,CZE,Tchequia,0.94,,
2026-06-16 12:14,UY,Uruguai,0.79,2.25,1.46
2026-06-16 12:14,CH,Suica,0.7,0.75,0.05
2026-06-16 12:14,HR,Croacia,0.7,1.25,0.55
2026-06-16 12:14,CIV,Costa do Marfim,0.51,1.0,0.49
2026-06-16 12:14,KR,Coreia do Sul,0.51,1.25,0.74
2026-06-16 12:14,SN,Senegal,0.51,,
2026-06-16 12:14,SE,Suecia,0.47,,
2026-06-16 12:14,TR,Turquia,0.42,0.5,0.08
2026-06-16 12:14,AU,Australia,0.33,,
2026-06-16 12:14,EC,Equador,0.33,0.75,0.42
2026-06-16 12:14,AT,Austria,0.33,,
2026-06-16 12:14,EGY,Egito,0.23,0.25,0.02
2026-06-16 12:14,CA,Canada,0.23,,
2026-06-16 12:14,DZA,Argelia,0.14,,
2026-06-16 12:14,SC,Escocia,0.14,0.25,0.11
2026-06-16 12:14,GH,Gana,0.14,,
2026-06-16 12:14,PAN,Panama,0.09,,
2026-06-16 12:14,HTI,Haiti,0.09,0.125,0.04
2026-06-16 12:14,CUW,Curacao,0.09,,
2026-06-16 12:14,QAT,Catar,0.09,,
2026-06-16 12:14,RSA,Africa do Sul,0.09,,
2026-06-16 12:14,CPV,Cabo Verde,0.09,,
2026-06-16 12:14,JOR,Jordania,0.09,,
2026-06-16 12:14,UZB,Uzbequistao,0.09,,
2026-06-16 12:14,NZL,Nova Zelandia,0.09,,
2026-06-16 12:14,TN,Tunisia,0.09,,
2026-06-16 12:14,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-16 12:14,IR,Ira,0.09,,
2026-06-16 12:14,PY,Paraguai,0.09,,
2026-06-16 12:21,FR,Franca,16.82,18.25,1.43
2026-06-16 12:21,ES,Espanha,13.58,17.5,3.92
2026-06-16 12:21,PT,Portugal,10.89,11.5,0.61
2026-06-16 12:21,GB,Inglaterra,9.5,10.5,1.0
2026-06-16 12:21,AR,Argentina,7.83,10.5,2.67
2026-06-16 12:21,BR,Brasil,6.16,12.125,5.96
2026-06-16 12:21,DE,Alemanha,5.7,7.25,1.55
2026-06-16 12:21,NL,Holanda,4.59,4.0,-0.59
2026-06-16 12:21,US,EUA,3.2,2.375,-0.83
2026-06-16 12:21,NO,Noruega,2.27,3.0,0.73
2026-06-16 12:21,MA,Marrocos,1.99,3.25,1.26
2026-06-16 12:21,MX,Mexico,1.71,0.875,-0.83
2026-06-16 12:21,CO,Colombia,1.53,1.5,-0.03
2026-06-16 12:21,BE,Belgica,1.48,3.0,1.52
2026-06-16 12:21,JP,Japao,1.34,1.25,-0.09
2026-06-16 12:21,IRQ,Iraque,0.93,,
2026-06-16 12:21,COD,RD Congo,0.93,,
2026-06-16 12:21,BIH,Bosnia,0.93,,
2026-06-16 12:21,CZE,Tchequia,0.93,,
2026-06-16 12:21,UY,Uruguai,0.79,2.25,1.46
2026-06-16 12:21,CH,Suica,0.7,0.75,0.05
2026-06-16 12:21,HR,Croacia,0.7,1.25,0.55
2026-06-16 12:21,CIV,Costa do Marfim,0.51,1.0,0.49
2026-06-16 12:21,KR,Coreia do Sul,0.51,1.25,0.74
2026-06-16 12:21,SN,Senegal,0.51,,
2026-06-16 12:21,SE,Suecia,0.51,,
2026-06-16 12:21,TR,Turquia,0.42,0.5,0.08
2026-06-16 12:21,AU,Australia,0.32,,
2026-06-16 12:21,EC,Equador,0.32,0.75,0.43
2026-06-16 12:21,AT,Austria,0.32,,
2026-06-16 12:21,EGY,Egito,0.23,0.25,0.02
2026-06-16 12:21,CA,Canada,0.23,,
2026-06-16 12:21,DZA,Argelia,0.14,,
2026-06-16 12:21,SC,Escocia,0.14,0.25,0.11
2026-06-16 12:21,GH,Gana,0.14,,
2026-06-16 12:21,PAN,Panama,0.09,,
2026-06-16 12:21,HTI,Haiti,0.09,0.125,0.04
2026-06-16 12:21,CUW,Curacao,0.09,,
2026-06-16 12:21,QAT,Catar,0.09,,
2026-06-16 12:21,RSA,Africa do Sul,0.09,,
2026-06-16 12:21,CPV,Cabo Verde,0.09,,
2026-06-16 12:21,JOR,Jordania,0.09,,
2026-06-16 12:21,UZB,Uzbequistao,0.09,,
2026-06-16 12:21,NZL,Nova Zelandia,0.09,,
2026-06-16 12:21,TN,Tunisia,0.09,,
2026-06-16 12:21,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-16 12:21,IR,Ira,0.09,,
2026-06-16 12:21,PY,Paraguai,0.09,,
2026-06-17 08:00,FR,Franca,16.82,18.25,1.43
2026-06-17 08:00,ES,Espanha,13.58,17.5,3.92
2026-06-17 08:00,PT,Portugal,10.89,11.5,0.61
2026-06-17 08:00,GB,Inglaterra,9.5,10.5,1.0
2026-06-17 08:00,AR,Argentina,7.83,10.5,2.67
2026-06-17 08:00,BR,Brasil,6.16,12.125,5.96
2026-06-17 08:00,DE,Alemanha,5.7,7.25,1.55
2026-06-17 08:00,NL,Holanda,4.59,4.0,-0.59
2026-06-17 08:00,US,EUA,3.2,2.375,-0.83
2026-06-17 08:00,NO,Noruega,2.27,3.0,0.73
2026-06-17 08:00,MA,Marrocos,1.99,3.25,1.26
2026-06-17 08:00,MX,Mexico,1.71,0.875,-0.83
2026-06-17 08:00,CO,Colombia,1.53,1.5,-0.03
2026-06-17 08:00,BE,Belgica,1.48,3.0,1.52
2026-06-17 08:00,JP,Japao,1.34,1.25,-0.09
2026-06-17 08:00,IRQ,Iraque,0.93,,
2026-06-17 08:00,COD,RD Congo,0.93,,
2026-06-17 08:00,BIH,Bosnia,0.93,,
2026-06-17 08:00,CZE,Tchequia,0.93,,
2026-06-17 08:00,UY,Uruguai,0.79,2.25,1.46
2026-06-17 08:00,CH,Suica,0.7,0.75,0.05
2026-06-17 08:00,HR,Croacia,0.7,1.25,0.55
2026-06-17 08:00,CIV,Costa do Marfim,0.51,1.0,0.49
2026-06-17 08:00,KR,Coreia do Sul,0.51,1.25,0.74
2026-06-17 08:00,SN,Senegal,0.51,,
2026-06-17 08:00,SE,Suecia,0.51,,
2026-06-17 08:00,TR,Turquia,0.42,0.5,0.08
2026-06-17 08:00,AU,Australia,0.32,,
2026-06-17 08:00,EC,Equador,0.32,0.75,0.43
2026-06-17 08:00,AT,Austria,0.32,,
2026-06-17 08:00,EGY,Egito,0.23,0.25,0.02
2026-06-17 08:00,CA,Canada,0.23,,
2026-06-17 08:00,DZA,Argelia,0.14,,
2026-06-17 08:00,SC,Escocia,0.14,0.25,0.11
2026-06-17 08:00,GH,Gana,0.14,,
2026-06-17 08:00,PAN,Panama,0.09,,
2026-06-17 08:00,HTI,Haiti,0.09,0.125,0.04
2026-06-17 08:00,CUW,Curacao,0.09,,
2026-06-17 08:00,QAT,Catar,0.09,,
2026-06-17 08:00,RSA,Africa do Sul,0.09,,
2026-06-17 08:00,CPV,Cabo Verde,0.09,,
2026-06-17 08:00,JOR,Jordania,0.09,,
2026-06-17 08:00,UZB,Uzbequistao,0.09,,
2026-06-17 08:00,NZL,Nova Zelandia,0.09,,
2026-06-17 08:00,TN,Tunisia,0.09,,
2026-06-17 08:00,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-17 08:00,IR,Ira,0.09,,
2026-06-17 08:00,PY,Paraguai,0.09,,
2026-06-17 14:33,FR,Franca,16.98,18.25,1.27
2026-06-17 14:33,ES,Espanha,11.92,17.5,5.58
2026-06-17 14:33,PT,Portugal,10.81,11.5,0.69
2026-06-17 14:33,AR,Argentina,9.62,10.5,0.88
2026-06-17 14:33,GB,Inglaterra,9.53,10.5,0.97
2026-06-17 14:33,BR,Brasil,6.21,12.125,5.92
2026-06-17 14:33,DE,Alemanha,5.57,7.25,1.68
2026-06-17 14:33,NL,Holanda,3.96,4.0,0.04
2026-06-17 14:33,US,EUA,3.45,2.375,-1.08
2026-06-17 14:33,NO,Noruega,2.62,3.0,0.38
2026-06-17 14:33,MA,Marrocos,2.07,3.25,1.18
2026-06-17 14:33,MX,Mexico,1.61,0.875,-0.74
2026-06-17 14:33,BE,Belgica,1.61,3.0,1.39
2026-06-17 14:33,CO,Colombia,1.52,1.5,-0.02
2026-06-17 14:33,JP,Japao,1.43,1.25,-0.18
2026-06-17 14:33,IRQ,Iraque,0.92,,
2026-06-17 14:33,COD,RD Congo,0.92,,
2026-06-17 14:33,BIH,Bosnia,0.92,,
2026-06-17 14:33,CZE,Tchequia,0.92,,
2026-06-17 14:33,CH,Suica,0.69,0.75,0.06
2026-06-17 14:33,HR,Croacia,0.69,1.25,0.56
2026-06-17 14:33,CIV,Costa do Marfim,0.6,1.0,0.4
2026-06-17 14:33,SN,Senegal,0.51,,
2026-06-17 14:33,TR,Turquia,0.41,0.5,0.09
2026-06-17 14:33,KR,Coreia do Sul,0.41,1.25,0.84
2026-06-17 14:33,SE,Suecia,0.41,,
2026-06-17 14:33,EC,Equador,0.41,0.75,0.34
2026-06-17 14:33,AT,Austria,0.41,,
2026-06-17 14:33,UY,Uruguai,0.41,2.25,1.84
2026-06-17 14:33,AU,Australia,0.32,,
2026-06-17 14:33,EGY,Egito,0.23,0.25,0.02
2026-06-17 14:33,SC,Escocia,0.23,0.25,0.02
2026-06-17 14:33,CA,Canada,0.23,,
2026-06-17 14:33,GH,Gana,0.14,,
2026-06-17 14:33,PAN,Panama,0.09,,
2026-06-17 14:33,HTI,Haiti,0.09,0.125,0.04
2026-06-17 14:33,CUW,Curacao,0.09,,
2026-06-17 14:33,QAT,Catar,0.09,,
2026-06-17 14:33,RSA,Africa do Sul,0.09,,
2026-06-17 14:33,CPV,Cabo Verde,0.09,,
2026-06-17 14:33,DZA,Argelia,0.09,,
2026-06-17 14:33,JOR,Jordania,0.09,,
2026-06-17 14:33,UZB,Uzbequistao,0.09,,
2026-06-17 14:33,NZL,Nova Zelandia,0.09,,
2026-06-17 14:33,TN,Tunisia,0.09,,
2026-06-17 14:33,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-17 14:33,IR,Ira,0.09,,
2026-06-17 14:33,PY,Paraguai,0.09,,
2026-06-17 19:10,FR,Franca,16.9,18.25,1.35
2026-06-17 19:10,ES,Espanha,12.45,17.5,5.05
2026-06-17 19:10,GB,Inglaterra,11.49,10.5,-0.99
2026-06-17 19:10,AR,Argentina,10.58,10.5,-0.08
2026-06-17 19:10,PT,Portugal,8.06,11.5,3.44
2026-06-17 19:10,BR,Brasil,6.18,12.125,5.95
2026-06-17 19:10,DE,Alemanha,5.45,7.25,1.8
2026-06-17 19:10,NL,Holanda,3.98,4.0,0.02
2026-06-17 19:10,US,EUA,3.3,2.375,-0.92
2026-06-17 19:10,NO,Noruega,2.43,3.0,0.57
2026-06-17 19:10,MA,Marrocos,1.97,3.25,1.28
2026-06-17 19:10,BE,Belgica,1.6,3.0,1.4
2026-06-17 19:10,MX,Mexico,1.51,0.875,-0.64
2026-06-17 19:10,CO,Colombia,1.51,1.5,-0.01
2026-06-17 19:10,JP,Japao,1.42,1.25,-0.17
2026-06-17 19:10,IRQ,Iraque,0.92,,
2026-06-17 19:10,COD,RD Congo,0.92,,
2026-06-17 19:10,BIH,Bosnia,0.92,,
2026-06-17 19:10,CZE,Tchequia,0.92,,
2026-06-17 19:10,HR,Croacia,0.87,1.25,0.38
2026-06-17 19:10,CH,Suica,0.69,0.75,0.06
2026-06-17 19:10,UY,Uruguai,0.6,2.25,1.65
2026-06-17 19:10,CIV,Costa do Marfim,0.5,1.0,0.5
2026-06-17 19:10,SN,Senegal,0.5,,
2026-06-17 19:10,TR,Turquia,0.41,0.5,0.09
2026-06-17 19:10,KR,Coreia do Sul,0.41,1.25,0.84
2026-06-17 19:10,SE,Suecia,0.41,,
2026-06-17 19:10,EC,Equador,0.41,0.75,0.34
2026-06-17 19:10,AU,Australia,0.32,,
2026-06-17 19:10,AT,Austria,0.32,,
2026-06-17 19:10,EGY,Egito,0.23,0.25,0.02
2026-06-17 19:10,SC,Escocia,0.23,0.25,0.02
2026-06-17 19:10,CA,Canada,0.23,,
2026-06-17 19:10,PAN,Panama,0.09,,
2026-06-17 19:10,HTI,Haiti,0.09,0.125,0.04
2026-06-17 19:10,CUW,Curacao,0.09,,
2026-06-17 19:10,QAT,Catar,0.09,,
2026-06-17 19:10,RSA,Africa do Sul,0.09,,
2026-06-17 19:10,CPV,Cabo Verde,0.09,,
2026-06-17 19:10,DZA,Argelia,0.09,,
2026-06-17 19:10,JOR,Jordania,0.09,,
2026-06-17 19:10,UZB,Uzbequistao,0.09,,
2026-06-17 19:10,NZL,Nova Zelandia,0.09,,
2026-06-17 19:10,TN,Tunisia,0.09,,
2026-06-17 19:10,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-17 19:10,IR,Ira,0.09,,
2026-06-17 19:10,PY,Paraguai,0.09,,
2026-06-17 19:10,GH,Gana,0.09,,
2026-06-17 19:45,FR,Franca,16.9,20.25,3.35
2026-06-17 19:45,ES,Espanha,12.45,16.875,4.43
2026-06-17 19:45,GB,Inglaterra,11.49,39.5,28.01
2026-06-17 19:45,AR,Argentina,10.58,10.5,-0.08
2026-06-17 19:45,PT,Portugal,8.06,10.5,2.44
2026-06-17 19:45,BR,Brasil,6.18,11.75,5.57
2026-06-17 19:45,DE,Alemanha,5.45,7.625,2.17
2026-06-17 19:45,NL,Holanda,3.98,4.0,0.02
2026-06-17 19:45,US,EUA,3.3,2.375,-0.92
2026-06-17 19:45,NO,Noruega,2.43,3.0,0.57
2026-06-17 19:45,MA,Marrocos,1.97,3.25,1.28
2026-06-17 19:45,BE,Belgica,1.6,3.0,1.4
2026-06-17 19:45,MX,Mexico,1.51,0.875,-0.64
2026-06-17 19:45,CO,Colombia,1.51,1.5,-0.01
2026-06-17 19:45,JP,Japao,1.42,1.25,-0.17
2026-06-17 19:45,IRQ,Iraque,0.92,,
2026-06-17 19:45,COD,RD Congo,0.92,,
2026-06-17 19:45,BIH,Bosnia,0.92,,
2026-06-17 19:45,CZE,Tchequia,0.92,,
2026-06-17 19:45,HR,Croacia,0.87,36.681,35.81
2026-06-17 19:45,CH,Suica,0.69,0.75,0.06
2026-06-17 19:45,UY,Uruguai,0.6,2.25,1.65
2026-06-17 19:45,CIV,Costa do Marfim,0.5,1.0,0.5
2026-06-17 19:45,SN,Senegal,0.5,,
2026-06-17 19:45,TR,Turquia,0.41,0.5,0.09
2026-06-17 19:45,KR,Coreia do Sul,0.41,1.25,0.84
2026-06-17 19:45,SE,Suecia,0.41,,
2026-06-17 19:45,EC,Equador,0.41,0.75,0.34
2026-06-17 19:45,AU,Australia,0.32,,
2026-06-17 19:45,AT,Austria,0.32,,
2026-06-17 19:45,EGY,Egito,0.23,0.25,0.02
2026-06-17 19:45,SC,Escocia,0.23,0.25,0.02
2026-06-17 19:45,CA,Canada,0.23,,
2026-06-17 19:45,PAN,Panama,0.09,,
2026-06-17 19:45,HTI,Haiti,0.09,0.125,0.04
2026-06-17 19:45,CUW,Curacao,0.09,,
2026-06-17 19:45,QAT,Catar,0.09,,
2026-06-17 19:45,RSA,Africa do Sul,0.09,,
2026-06-17 19:45,CPV,Cabo Verde,0.09,,
2026-06-17 19:45,DZA,Argelia,0.09,,
2026-06-17 19:45,JOR,Jordania,0.09,,
2026-06-17 19:45,UZB,Uzbequistao,0.09,,
2026-06-17 19:45,NZL,Nova Zelandia,0.09,,
2026-06-17 19:45,TN,Tunisia,0.09,,
2026-06-17 19:45,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-17 19:45,IR,Ira,0.09,,
2026-06-17 19:45,PY,Paraguai,0.09,,
2026-06-17 19:45,GH,Gana,0.09,,
2026-06-17 19:49,FR,Franca,16.67,20.25,3.58
2026-06-17 19:49,ES,Espanha,12.48,16.875,4.39
2026-06-17 19:49,GB,Inglaterra,11.84,12.5,0.66
2026-06-17 19:49,AR,Argentina,10.55,10.5,-0.05
2026-06-17 19:49,PT,Portugal,7.88,10.5,2.62
2026-06-17 19:49,BR,Brasil,6.22,11.75,5.53
2026-06-17 19:49,DE,Alemanha,5.57,7.625,2.05
2026-06-17 19:49,NL,Holanda,4.1,4.0,-0.1
2026-06-17 19:49,US,EUA,3.55,2.375,-1.17
2026-06-17 19:49,NO,Noruega,2.3,3.0,0.7
2026-06-17 19:49,MA,Marrocos,1.89,3.25,1.36
2026-06-17 19:49,CO,Colombia,1.61,1.5,-0.11
2026-06-17 19:49,BE,Belgica,1.61,3.0,1.39
2026-06-17 19:49,MX,Mexico,1.47,0.875,-0.59
2026-06-17 19:49,JP,Japao,1.43,1.25,-0.18
2026-06-17 19:49,IRQ,Iraque,0.92,,
2026-06-17 19:49,COD,RD Congo,0.92,,
2026-06-17 19:49,BIH,Bosnia,0.92,,
2026-06-17 19:49,CZE,Tchequia,0.92,,
2026-06-17 19:49,HR,Croacia,0.69,0.725,0.04
2026-06-17 19:49,CH,Suica,0.6,0.75,0.15
2026-06-17 19:49,UY,Uruguai,0.6,2.25,1.65
2026-06-17 19:49,CIV,Costa do Marfim,0.51,1.0,0.49
2026-06-17 19:49,TR,Turquia,0.41,0.5,0.09
2026-06-17 19:49,KR,Coreia do Sul,0.41,1.25,0.84
2026-06-17 19:49,SN,Senegal,0.41,,
2026-06-17 19:49,SE,Suecia,0.41,,
2026-06-17 19:49,EC,Equador,0.41,0.75,0.34
2026-06-17 19:49,AU,Australia,0.32,,
2026-06-17 19:49,AT,Austria,0.32,,
2026-06-17 19:49,EGY,Egito,0.23,0.25,0.02
2026-06-17 19:49,CA,Canada,0.23,,
2026-06-17 19:49,SC,Escocia,0.14,0.25,0.11
2026-06-17 19:49,GH,Gana,0.14,,
2026-06-17 19:49,PAN,Panama,0.09,,
2026-06-17 19:49,HTI,Haiti,0.09,0.125,0.04
2026-06-17 19:49,CUW,Curacao,0.09,,
2026-06-17 19:49,QAT,Catar,0.09,,
2026-06-17 19:49,RSA,Africa do Sul,0.09,,
2026-06-17 19:49,CPV,Cabo Verde,0.09,,
2026-06-17 19:49,DZA,Argelia,0.09,,
2026-06-17 19:49,JOR,Jordania,0.09,,
2026-06-17 19:49,UZB,Uzbequistao,0.09,,
2026-06-17 19:49,NZL,Nova Zelandia,0.09,,
2026-06-17 19:49,TN,Tunisia,0.09,,
2026-06-17 19:49,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-17 19:49,IR,Ira,0.09,,
